GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
"Zm00001eb215170,Zm00001eb375400"	CDK-activating kinase assembly factor MAT1 family protein	CDK-ACTIVATING KINASE ASSEMBLY FACTOR MAT1 (PTHR12683:SF13)	chaperone(PC00072)	kinase activity(GO:0016301)	DNA repair(GO:0006281);regulation of transcription by RNA polymerase II(GO:0006357)	transcription factor TFIIH holo complex(GO:0005675)
Zm00001eb041900	Uncharacterized protein	VOLTAGE-DEPENDENT L-TYPE CALCIUM CHANNEL SUBUNIT (PTHR35508:SF1)	voltage-gated ion channel(PC00241)			
Zm00001eb210960	Uncharacterized protein	FAD-BINDING PROTEIN (PTHR35305:SF2)				
Zm00001eb112220	CCR4-NOT transcription complex subunit 11	CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 11 (PTHR15975:SF2)				CCR4-NOT complex(GO:0030014)
Zm00001eb167770	Uncharacterized protein					
Zm00001eb068980	Loricrin-related	EMB|CAB89363.1 (PTHR31827:SF1)				
Zm00001eb306830	Actin-7			nucleotide binding(GO:0000166);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		cytoskeleton(GO:0005856)
Zm00001eb011880	17.4 kDa class I heat shock protein 3	SHSP DOMAIN-CONTAINING PROTEIN (PTHR11527:SF377)	chaperone(PC00072)	unfolded protein binding(GO:0051082)	protein folding(GO:0006457);response to heat(GO:0009408);response to salt stress(GO:0009651);response to hydrogen peroxide(GO:0042542);protein complex oligomerization(GO:0051259)	
Zm00001eb020600	Polygalacturonase inhibitor 1					membrane(GO:0016020)
Zm00001eb270250	Leucine carboxyl methyltransferase 1 homolog	LEUCINE CARBOXYL METHYLTRANSFERASE 1 (PTHR13600:SF21)	methyltransferase(PC00155)	methyltransferase activity(GO:0008168);S-adenosylmethionine-dependent methyltransferase activity(GO:0008757);transferase activity(GO:0016740);protein C-terminal leucine carboxyl O-methyltransferase activity(GO:0018423)	regulation of signal transduction(GO:0009966);methylation(GO:0032259)	cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb376540	VQ domain-containing protein	VQ DOMAIN-CONTAINING PROTEIN (PTHR34777:SF14)				
Zm00001eb229840	Cellulose synthase A catalytic subunit 1 [UDP-forming]			transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);cellulose synthase (UDP-forming) activity(GO:0016760)	cellulose biosynthetic process(GO:0030244);cell wall organization(GO:0071555)	endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb079360	Mitochondrial inner membrane protease ATP23	MITOCHONDRIAL INNER MEMBRANE PROTEASE ATP23 HOMOLOG (PTHR21711:SF0)	metalloprotease(PC00153)	metalloendopeptidase activity(GO:0004222);peptidase activity(GO:0008233);metallopeptidase activity(GO:0008237);hydrolase activity(GO:0016787);metal ion binding(GO:0046872)	proteolysis(GO:0006508);mitochondrial proton-transporting ATP synthase complex assembly(GO:0033615);mitochondrial protein processing(GO:0034982)	mitochondrion(GO:0005739)
Zm00001eb029930	DNA-directed RNA polymerase			DNA binding(GO:0003677);DNA-directed RNA polymerase activity(GO:0003899);transferase activity(GO:0016740);nucleotidyltransferase activity(GO:0016779)	DNA-templated transcription(GO:0006351)	DNA-directed RNA polymerase complex(GO:0000428)
Zm00001eb237820	WRKY transcription factor	WRKY TRANSCRIPTION FACTOR 22 (PTHR32096:SF61)	DNA-binding transcription factor(PC00218)	transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565)	regulation of DNA-templated transcription(GO:0006355)	nucleus(GO:0005634)
Zm00001eb169330	Octicosapeptide_Phox_Bem1p (PB1) domain-containing protein	OCTICOSAPEPTIDE_PHOX_BEM1P FAMILY PROTEIN (PTHR31066:SF10)				
Zm00001eb043090	Dihydroorotate dehydrogenase	DUF952 DOMAIN-CONTAINING PROTEIN (PTHR34129:SF1)				
Zm00001eb205740	FAD-binding PCMH-type domain-containing protein			iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660);FAD binding(GO:0071949)		
Zm00001eb201070	GYF domain-containing protein					
Zm00001eb405760	Obtusifoliol 14-alpha demethylase	LANOSTEROL 14-ALPHA DEMETHYLASE (PTHR24286:SF24)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);methyltransferase activity(GO:0008168);sterol 14-demethylase activity(GO:0008398);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);transferase activity(GO:0016740);heme binding(GO:0020037);metal ion binding(GO:0046872)"	lipid metabolic process(GO:0006629);steroid biosynthetic process(GO:0006694);steroid metabolic process(GO:0008202);sterol biosynthetic process(GO:0016126);methylation(GO:0032259)	membrane(GO:0016020)
Zm00001eb258150	Uncharacterized protein					
Zm00001eb299250	Phytosulfokine	PHYTOSULFOKINES 4 (PTHR33285:SF40)		growth factor activity(GO:0008083)	signal transduction(GO:0007165);cell population proliferation(GO:0008283);cell differentiation(GO:0030154)	extracellular region(GO:0005576)
Zm00001eb303670	MADS-box domain-containing protein	MADS-BOX DOMAIN-CONTAINING PROTEIN (PTHR48019:SF200)	MADS box transcription factor(PC00250)	"RNA polymerase II cis-regulatory region sequence-specific DNA binding(GO:0000978);DNA-binding transcription factor activity, RNA polymerase II-specific(GO:0000981);DNA binding(GO:0003677);protein dimerization activity(GO:0046983)"	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb060140	Calcium-dependent protein kinase 20	CALCIUM-DEPENDENT PROTEIN KINASE 11 (PTHR24349:SF551)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb377170	Helicase C-terminal domain-containing protein			nucleotide binding(GO:0000166);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		
Zm00001eb309440	Uncharacterized protein					
Zm00001eb085400	Major facilitator superfamily protein	MAJOR FACILITATOR SUPERFAMILY PROTEIN (PTHR21576:SF153)				membrane(GO:0016020)
Zm00001eb144520	Hydroxyproline-rich glycoprotein (HRGP)	OS01G0899700 PROTEIN (PTHR33470:SF27)				
Zm00001eb137300	Uncharacterized protein					
Zm00001eb380800	Retrotransposon Copia-like N-terminal domain-containing protein					
Zm00001eb288050	Uncharacterized protein					
Zm00001eb095800	Fungal lipase-like domain-containing protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR47418:SF1)	hydrolase(PC00121)		lipid metabolic process(GO:0006629)	
Zm00001eb323130	Uncharacterized protein					
Zm00001eb077160	Senescence regulator	EMB|CAB72159.1 (PTHR46525:SF2)			leaf senescence(GO:0010150)	
Zm00001eb333730	CCHC-type domain-containing protein	CCHC-TYPE DOMAIN-CONTAINING PROTEIN (PTHR34210:SF3)		nucleic acid binding(GO:0003676);zinc ion binding(GO:0008270)		
Zm00001eb358000	Protein YIP	PROTEIN YIPF (PTHR12822:SF2)		small GTPase binding(GO:0031267)	vesicle-mediated transport(GO:0016192)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);membrane(GO:0016020)
Zm00001eb287870	UBA domain-containing protein	OS05G0409000 PROTEIN (PTHR35294:SF1)	translation elongation factor(PC00222)			
Zm00001eb137660	Uncharacterized protein					
Zm00001eb387060	Uncharacterized protein			calmodulin binding(GO:0005516)		
Zm00001eb072220	NDR1_HIN1-like 8	F5D14.10 PROTEIN (PTHR11685:SF237)	ubiquitin-protein ligase(PC00234)	ubiquitin-protein transferase activity(GO:0004842);zinc ion binding(GO:0008270);transferase activity(GO:0016740);ubiquitin conjugating enzyme binding(GO:0031624);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567)	ubiquitin ligase complex(GO:0000151);cytoplasm(GO:0005737)
Zm00001eb070960	Cell differentiation Rcd1-like protein	CCR4-NOT TRANSCRIPTION COMPLEX SUBUNIT 9 (PTHR12262:SF0)			mRNA catabolic process(GO:0006402);negative regulation of translation(GO:0017148)	P-body(GO:0000932);CCR4-NOT complex(GO:0030014);CCR4-NOT core complex(GO:0030015)
Zm00001eb138700	Peroxidase	PEROXIDASE (PTHR31235:SF21)	peroxidase(PC00180)			
Zm00001eb348140	Putative anion transporter 3 chloroplastic	FI19708P1-RELATED (PTHR11662:SF399)	secondary carrier transporter(PC00258)	phosphate transmembrane transporter activity(GO:0005315);transmembrane transporter activity(GO:0022857)	transmembrane transport(GO:0055085)	plastid(GO:0009536);chloroplast membrane(GO:0031969)
Zm00001eb098980	"Protein PLASTID REDOX INSENSITIVE 2, chloroplastic"	"PROTEIN PLASTID REDOX INSENSITIVE 2, CHLOROPLASTIC (PTHR35987:SF2)"		DNA binding(GO:0003677)	regulation of gene expression(GO:0010468)	chloroplast nucleoid(GO:0042644)
Zm00001eb427750	Eukaryotic translation initiation factor 4G	EUKARYOTIC TRANSLATION INITIATION FACTOR 4G (PTHR23253:SF35)	translation initiation factor(PC00224)	RNA binding(GO:0003723);mRNA binding(GO:0003729);translation initiation factor activity(GO:0003743)	translation(GO:0006412);translational initiation(GO:0006413);regulation of translation(GO:0006417)	eukaryotic translation initiation factor 4F complex(GO:0016281)
Zm00001eb179100	Flavin-containing monooxygenase	FLAVIN-CONTAINING MONOOXYGENASE (PTHR23023:SF99)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);N,N-dimethylaniline monooxygenase activity(GO:0004499);oxidoreductase activity(GO:0016491);flavin adenine dinucleotide binding(GO:0050660);NADP binding(GO:0050661)"		
Zm00001eb021700	Uncharacterized protein					
Zm00001eb206350	ABC transporter B family member 15	ATP BINDING CASSETTE SUBFAMILY B (PTHR24222:SF79)	ATP-binding cassette (ABC) transporter(PC00003)	nucleotide binding(GO:0000166);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887);ATPase-coupled transmembrane transporter activity(GO:0042626);ABC-type transporter activity(GO:0140359)	transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb128880	RING-type E3 ubiquitin transferase	RING-TYPE E3 UBIQUITIN TRANSFERASE (PTHR22765:SF238)	ubiquitin-protein ligase(PC00234)	zinc ion binding(GO:0008270);transferase activity(GO:0016740);metal ion binding(GO:0046872);ubiquitin protein ligase activity(GO:0061630)	ubiquitin-dependent protein catabolic process(GO:0006511)	
Zm00001eb201280	Uncharacterized protein					
Zm00001eb328230	40S ribosomal protein S9-2	RIBOSOMAL PROTEIN S4_S9 N-TERMINAL DOMAIN-CONTAINING PROTEIN (PTHR11831:SF22)	ribosomal protein(PC00202)	RNA binding(GO:0003723);structural constituent of ribosome(GO:0003735);rRNA binding(GO:0019843)	ribosomal small subunit biogenesis(GO:0042274)	ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
Zm00001eb267020	Alpha-humulene_(-)-(E)-beta-caryophyllene synthase	ALPHA-HUMULENE_(-)-(E)-BETA-CARYOPHYLLENE SYNTHASE (PTHR31225:SF52)		magnesium ion binding(GO:0000287);terpene synthase activity(GO:0010333);lyase activity(GO:0016829);metal ion binding(GO:0046872)	diterpenoid biosynthetic process(GO:0016102);terpenoid biosynthetic process(GO:0016114);terpene biosynthetic process(GO:0046246)	
Zm00001eb288690	Small nuclear RNA activating complex (SNAPc) subunit SNAP43 protein	SNRNA-ACTIVATING PROTEIN COMPLEX SUBUNIT 1 (PTHR15131:SF3)		sequence-specific DNA binding(GO:0043565)	snRNA transcription by RNA polymerase II(GO:0042795);snRNA transcription by RNA polymerase III(GO:0042796)	snRNA-activating protein complex(GO:0019185)
Zm00001eb429690	Zinc ion binding protein	OS04G0551600 PROTEIN (PTHR33779:SF11)		zinc ion binding(GO:0008270)		
Zm00001eb099920	Hexosyltransferase	HEXOSYLTRANSFERASE (PTHR11214:SF244)	glycosyltransferase(PC00111)	transferase activity(GO:0016740);glycosyltransferase activity(GO:0016757);hexosyltransferase activity(GO:0016758)		Golgi membrane(GO:0000139);membrane(GO:0016020)
Zm00001eb316640	Polygalacturonase	PECTIN LYASE-LIKE SUPERFAMILY PROTEIN (PTHR31339:SF0)	lyase(PC00144)	"catalytic activity(GO:0003824);polygalacturonase activity(GO:0004650);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	carbohydrate metabolic process(GO:0005975)	
Zm00001eb217250	Uncharacterized protein	ATP-DEPENDENT DNA HELICASE (PTHR48299:SF2)				
Zm00001eb210930	LUC7 related protein	LD04387P (PTHR12375:SF30)		mRNA binding(GO:0003729)	mRNA splice site recognition(GO:0006376)	U1 snRNP(GO:0005685);U2-type prespliceosome(GO:0071004)
Zm00001eb306400	Aquaporin PIP2-6	AQUAPORIN PIP2-4 (PTHR45687:SF111)		water channel activity(GO:0015250);channel activity(GO:0015267)	water transport(GO:0006833);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb370620	Pentatricopeptide repeat-containing protein	OS01G0757700 PROTEIN (PTHR46782:SF1)				
Zm00001eb286690	Aspartic proteinase A1			aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);lipid metabolic process(GO:0006629)	
Zm00001eb247140	Leucine-rich repeat (LRR) family protein	OS02G0616100 PROTEIN (PTHR32093:SF159)				extracellular region(GO:0005576)
Zm00001eb142020	Transducin_WD40 repeat-like superfamily protein	WD REPEAT-CONTAINING PROTEIN 44-LIKE (PTHR14221:SF67)		ATP binding(GO:0005524)		membrane(GO:0016020)
Zm00001eb280790	Peroxidase	PEROXIDASE 11 (PTHR31388:SF9)	peroxidase(PC00180)	peroxidase activity(GO:0004601);oxidoreductase activity(GO:0016491);heme binding(GO:0020037);metal ion binding(GO:0046872);lactoperoxidase activity(GO:0140825)	response to oxidative stress(GO:0006979);hydrogen peroxide catabolic process(GO:0042744);cellular oxidant detoxification(GO:0098869)	extracellular region(GO:0005576);plant-type cell wall(GO:0009505)
Zm00001eb130420	Uncharacterized protein					
Zm00001eb038490	Structural maintenance of chromosomes protein	STRUCTURAL MAINTENANCE OF CHROMOSOMES PROTEIN (PTHR18937:SF12)		DNA binding(GO:0003677);ATP binding(GO:0005524);ATP hydrolysis activity(GO:0016887)	sister chromatid cohesion(GO:0007062);chromosome organization(GO:0051276);cell division(GO:0051301);meiotic cell cycle(GO:0051321)	nucleus(GO:0005634);chromosome(GO:0005694);cohesin complex(GO:0008278)
Zm00001eb026350	VWFA domain-containing protein	VWFA DOMAIN-CONTAINING PROTEIN (PTHR10223:SF10)	protease(PC00190)	polyubiquitin modification-dependent protein binding(GO:0031593)	proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161)	"nucleus(GO:0005634);cytosol(GO:0005829);proteasome regulatory particle, base subcomplex(GO:0008540)"
Zm00001eb072940	P-loop containing nucleoside triphosphate hydrolase superfamily protein	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASE SUPERFAMILY PROTEIN (PTHR10887:SF488)	RNA helicase(PC00032)	nucleotide binding(GO:0000166);RNA binding(GO:0003723);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787)		chromosome(GO:0005694)
Zm00001eb376230	PIN domain-containing protein	RRNA-PROCESSING PROTEIN FCF1 HOMOLOG (PTHR12416:SF2)			rRNA processing(GO:0006364);ribosome biogenesis(GO:0042254);ribosomal small subunit biogenesis(GO:0042274)	nucleolus(GO:0005730);small-subunit processome(GO:0032040)
Zm00001eb206260	Uncharacterized protein	OS02G0192001 PROTEIN (PTHR33511:SF15)				
Zm00001eb154690	Plasminogen activator inhibitor 1 RNA-binding protein	OS01G0721900 PROTEIN (PTHR12299:SF68)	RNA metabolism protein(PC00031)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb064940	AKINbetagamma-1 protein kinase	LD22662P (PTHR13780:SF35)	kinase modulator(PC00140)	kinase activity(GO:0016301)	regulation of glycolytic process(GO:0006110);cellular response to glucose starvation(GO:0042149);positive regulation of gluconeogenesis(GO:0045722)	chloroplast(GO:0009507)
Zm00001eb400670	Formin-like protein	FORMIN-LIKE PROTEIN 6 (PTHR23213:SF338)		actin binding(GO:0003779);actin filament binding(GO:0051015)	actin cytoskeleton organization(GO:0030036);actin nucleation(GO:0045010)	cytoskeleton(GO:0005856);membrane(GO:0016020)
Zm00001eb009040	Uncharacterized protein					
Zm00001eb299200	Electron transporter	ELECTRON TRANSPORTER (PTHR23054:SF55)				
Zm00001eb130810	WD40 repeat-containing protein SMU1	WD40 REPEAT-CONTAINING PROTEIN SMU1 (PTHR22848:SF0)			"mRNA splicing, via spliceosome(GO:0000398);mRNA processing(GO:0006397);RNA splicing(GO:0008380)"	nucleus(GO:0005634);nuclear speck(GO:0016607);precatalytic spliceosome(GO:0071011)
Zm00001eb361110	High affinity nitrate transporter 2.5	HIGH AFFINITY NITRATE TRANSPORTER 2.5 (PTHR23515:SF2)	transporter(PC00227)	nitrate transmembrane transporter activity(GO:0015112);transmembrane transporter activity(GO:0022857)	nitrate transmembrane transport(GO:0015706);nitrate assimilation(GO:0042128);transmembrane transport(GO:0055085)	plasma membrane(GO:0005886);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb376470	Aspartic proteinase A1			aspartic-type endopeptidase activity(GO:0004190);peptidase activity(GO:0008233);hydrolase activity(GO:0016787)	proteolysis(GO:0006508);lipid metabolic process(GO:0006629)	
Zm00001eb400680	Cyclin-like domain-containing protein	CYCLIN-D5-1 (PTHR10177:SF590)	kinase activator(PC00138)	cyclin-dependent protein serine/threonine kinase regulator activity(GO:0016538)	G1/S transition of mitotic cell cycle(GO:0000082);cell division(GO:0051301)	cyclin-dependent protein kinase holoenzyme complex(GO:0000307);nucleus(GO:0005634);cytoplasm(GO:0005737)
