GeneID	GeneName	Family_Subfamily	Protein_Class	GO_MF	GO_BP	GO_CC
Zm00001eb057170	Protein NDH-DEPENDENT CYCLIC ELECTRON FLOW 5	PROTEIN NDH-DEPENDENT CYCLIC ELECTRON FLOW 5 (PTHR11122:SF15)		catalytic activity(GO:0003824);carbohydrate binding(GO:0030246);glucose-6-phosphate 1-epimerase activity(GO:0047938)	carbohydrate metabolic process(GO:0005975);photosynthetic electron transport in photosystem I(GO:0009773);positive regulation of gene expression(GO:0010628)	cytoplasm(GO:0005737);chloroplast(GO:0009507);membrane(GO:0016020)
Zm00001eb099430	DUF676 domain-containing protein					
Zm00001eb102030	3-hydroxy-3-methylglutaryl coenzyme A reductase	3-HYDROXY-3-METHYLGLUTARYL COENZYME A REDUCTASE (PTHR10572:SF10)	reductase(PC00198)	"hydroxymethylglutaryl-CoA reductase (NADPH) activity(GO:0004420);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"	isoprenoid biosynthetic process(GO:0008299);coenzyme A metabolic process(GO:0015936);sterol biosynthetic process(GO:0016126)	peroxisomal membrane(GO:0005778);endoplasmic reticulum membrane(GO:0005789)
Zm00001eb287240	Mannosylglycoprotein endo-beta-mannosidase	MANNOSYLGLYCOPROTEIN ENDO-BETA-MANNOSIDASE (PTHR43536:SF1)	galactosidase(PC00104)	"hydrolase activity, hydrolyzing O-glycosyl compounds(GO:0004553);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798)"	carbohydrate metabolic process(GO:0005975)	
Zm00001eb370020	"alpha-1,2-Mannosidase"	ER DEGRADATION-ENHANCING ALPHA-MANNOSIDASE-LIKE PROTEIN 2 (PTHR45679:SF6)		"alpha-mannosidase activity(GO:0004559);mannosyl-oligosaccharide 1,2-alpha-mannosidase activity(GO:0004571);calcium ion binding(GO:0005509);hydrolase activity(GO:0016787);hydrolase activity, acting on glycosyl bonds(GO:0016798);metal ion binding(GO:0046872)"	carbohydrate metabolic process(GO:0005975);endoplasmic reticulum unfolded protein response(GO:0030968);ERAD pathway(GO:0036503);ubiquitin-dependent glycoprotein ERAD pathway(GO:0097466);endoplasmic reticulum mannose trimming(GO:1904380)	endoplasmic reticulum(GO:0005783);endomembrane system(GO:0012505);membrane(GO:0016020);endoplasmic reticulum quality control compartment(GO:0044322)
Zm00001eb060460	Globulin-2	CUPINCIN (PTHR31189:SF13)		IgE binding(GO:0019863);nutrient reservoir activity(GO:0045735)		
Zm00001eb066930	Uncharacterized protein					
Zm00001eb215370	Uncharacterized protein					
Zm00001eb069260	Heterogeneous nuclear ribonucleoprotein U-like protein 1	B30.2_SPRY DOMAIN-CONTAINING PROTEIN-RELATED (PTHR12381:SF56)		RNA binding(GO:0003723)	"alternative mRNA splicing, via spliceosome(GO:0000380)"	nucleus(GO:0005634);ribonucleoprotein complex(GO:1990904)
Zm00001eb060110	Calcium-dependent protein kinase 1	CALCIUM-DEPENDENT PROTEIN KINASE 10 (PTHR24349:SF543)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);calcium/calmodulin-dependent protein kinase activity(GO:0004683);calcium ion binding(GO:0005509);calmodulin binding(GO:0005516);ATP binding(GO:0005524);calcium-dependent protein serine/threonine kinase activity(GO:0009931);kinase activity(GO:0016301);transferase activity(GO:0016740);metal ion binding(GO:0046872)	intracellular signal transduction(GO:0035556)	nucleus(GO:0005634);cytoplasm(GO:0005737);membrane(GO:0016020)
Zm00001eb270420	Uncharacterized protein	OS06G0147000 PROTEIN (PTHR46610:SF8)				
Zm00001eb397840	Uncharacterized protein					
Zm00001eb214700	Uncharacterized protein					
Zm00001eb266400	Phragmoplastin interacting protein 1	PHRAGMOPLASTIN INTERACTING PROTEIN 1 (PTHR23236:SF24)	translation initiation factor(PC00224)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723);zinc ion binding(GO:0008270)		nucleus(GO:0005634)
Zm00001eb179020	Splicing factor PWI domain-containing protein _ RNA recognition motif (RRM)-containing protein	RNA-BINDING MOTIF PROTEIN 25 (PTHR47334:SF2)	RNA splicing factor(PC00148)			
Zm00001eb052960	Myosin-binding protein 7	EXPRESSED PROTEIN (PTHR31422:SF51)		myosin XI tail binding(GO:0080115)		membrane(GO:0016020)
Zm00001eb287500	Kinesin-like protein	KINESIN-LIKE PROTEIN KIN-14S (PTHR24115:SF865)	microtubule binding motor protein(PC00156)	nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887)	microtubule-based movement(GO:0007018);spindle assembly(GO:0051225)	cytoplasm(GO:0005737);kinesin complex(GO:0005871);microtubule(GO:0005874)
Zm00001eb397320	Calcium pump3	"CALCIUM-TRANSPORTING ATPASE 1, ENDOPLASMIC RETICULUM-TYPE-RELATED (PTHR42861:SF4)"	primary active transporter(PC00068)	nucleotide binding(GO:0000166);P-type calcium transporter activity(GO:0005388);ATP binding(GO:0005524);P-type ion transporter activity(GO:0015662);ATP hydrolysis activity(GO:0016887);ATPase-coupled monoatomic cation transmembrane transporter activity(GO:0019829);metal ion binding(GO:0046872);metal ion transmembrane transporter activity(GO:0046873)	monoatomic ion transport(GO:0006811);calcium ion transport(GO:0006816);intracellular calcium ion homeostasis(GO:0006874);calcium ion transmembrane transport(GO:0070588)	membrane(GO:0016020)
Zm00001eb182700	RRM domain-containing protein	POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 13 (PTHR32343:SF32)	RNA splicing factor(PC00148)	nucleic acid binding(GO:0003676);RNA binding(GO:0003723)		
Zm00001eb286930	Annexin	ANNEXIN D3 (PTHR10502:SF99)	calcium-binding protein(PC00060)	phosphatidylserine binding(GO:0001786);calcium ion binding(GO:0005509);calcium-dependent phospholipid binding(GO:0005544);metal ion binding(GO:0046872)	response to stress(GO:0006950);response to heat(GO:0009408);response to cold(GO:0009409);response to water deprivation(GO:0009414);response to salt stress(GO:0009651)	cytoplasm(GO:0005737);plasma membrane(GO:0005886)
Zm00001eb102110	Shugoshin C-terminal domain-containing protein	"PROTEIN: UPF0503-LIKE PROTEIN, PUTATIVE (DUF740)-RELATED (PTHR31659:SF9)"			chromosome segregation(GO:0007059);meiotic chromosome segregation(GO:0045132)	"chromosome, centromeric region(GO:0000775);nucleus(GO:0005634)"
Zm00001eb397860	Protein kinase domain-containing protein	SERINE_THREONINE-PROTEIN KINASE ATG1C (PTHR24348:SF68)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of autophagy(GO:0010506)	cytoplasm(GO:0005737)
Zm00001eb052380	Protein kinase domain-containing protein	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR24056:SF395)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);RNA polymerase II CTD heptapeptide repeat kinase activity(GO:0008353);kinase activity(GO:0016301);transferase activity(GO:0016740)	regulation of transcription by RNA polymerase II(GO:0006357)	nucleus(GO:0005634)
Zm00001eb068770	"Glutamyl-tRNA(Gln) amidotransferase subunit A, chloroplastic_mitochondrial"	"GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE SUBUNIT A, MITOCHONDRIAL (PTHR11895:SF7)"	ligase(PC00142)	"nucleotide binding(GO:0000166);catalytic activity(GO:0003824);ATP binding(GO:0005524);hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides(GO:0016811);ligase activity(GO:0016874);carbon-nitrogen ligase activity, with glutamine as amido-N-donor(GO:0016884);glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity(GO:0050567)"	translation(GO:0006412);mitochondrial translation(GO:0032543);glutaminyl-tRNAGln biosynthesis via transamidation(GO:0070681)	mitochondrion(GO:0005739);chloroplast(GO:0009507);chloroplast stroma(GO:0009570);glutamyl-tRNA(Gln) amidotransferase complex(GO:0030956)
Zm00001eb266390	Uncharacterized protein					
Zm00001eb028100	Uncharacterized protein	OS08G0346600 PROTEIN (PTHR34116:SF9)				
Zm00001eb357850	Uncharacterized protein					
Zm00001eb409780	Uncharacterized protein					
Zm00001eb178700	Pre-mRNA cleavage factor Im 25 kDa subunit	PRE-MRNA CLEAVAGE FACTOR IM 25 KDA SUBUNIT 1 (PTHR13047:SF1)	RNA splicing factor(PC00148)			
Zm00001eb422330	Receptor-like serine_threonine-protein kinase	RECEPTOR-LIKE SERINE_THREONINE-PROTEIN KINASE (PTHR47975:SF8)		nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	recognition of pollen(GO:0048544);response to other organism(GO:0051707)	membrane(GO:0016020)
Zm00001eb214590	Metallo-beta-lactamase domain-containing protein	TRNASE Z TRZ1 (PTHR46504:SF2)				
Zm00001eb066760	adenylate kinase	"ADENYLATE KINASE 6, CHLOROPLASTIC-RELATED (PTHR23359:SF220)"	nucleotide kinase(PC00172)	nucleotide binding(GO:0000166);AMP kinase activity(GO:0004017);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);nucleobase-containing compound kinase activity(GO:0019205)	nucleobase-containing compound metabolic process(GO:0006139);nucleoside monophosphate phosphorylation(GO:0046940)	cytoplasm(GO:0005737);mitochondrion(GO:0005739)
Zm00001eb151100	Cardiolipin synthetase	CARDIOLIPIN SYNTHASE (CMP-FORMING) (PTHR14269:SF60)	transferase(PC00220)	"transferase activity(GO:0016740);phosphotransferase activity, for other substituted phosphate groups(GO:0016780);manganese ion binding(GO:0030145);cardiolipin synthase (CMP-forming)(GO:0043337)"	lipid metabolic process(GO:0006629);phospholipid biosynthetic process(GO:0008654);cardiolipin biosynthetic process(GO:0032049)	mitochondrion(GO:0005739);mitochondrial inner membrane(GO:0005743);membrane(GO:0016020)
Zm00001eb369950	Conserved oligomeric Golgi complex subunit 1	CONSERVED OLIGOMERIC GOLGI COMPLEX SUBUNIT 1 (PTHR31658:SF0)			intra-Golgi vesicle-mediated transport(GO:0006891);protein transport(GO:0015031)	Golgi membrane(GO:0000139);Golgi apparatus(GO:0005794);Golgi transport complex(GO:0017119)
Zm00001eb420210	Superoxide dismutase	"SUPEROXIDE DISMUTASE [FE] 3, CHLOROPLASTIC (PTHR42769:SF10)"	oxidoreductase(PC00176)	superoxide dismutase activity(GO:0004784);oxidoreductase activity(GO:0016491);metal ion binding(GO:0046872)	superoxide metabolic process(GO:0006801);removal of superoxide radicals(GO:0019430)	chloroplast nucleoid(GO:0042644)
Zm00001eb352300	Autophagy-related protein 18a	AUTOPHAGY-RELATED PROTEIN 18A (PTHR11227:SF49)	scaffold/adaptor protein(PC00226)	"protein-macromolecule adaptor activity(GO:0030674);phosphatidylinositol-3-phosphate binding(GO:0032266);phosphatidylinositol-3,5-bisphosphate binding(GO:0080025)"	autophagy of mitochondrion(GO:0000422);pexophagy(GO:0000425);protein localization to phagophore assembly site(GO:0034497);nucleophagy(GO:0044804);glycophagy(GO:0061723)	cytosol(GO:0005829);phagophore assembly site membrane(GO:0034045)
Zm00001eb102000	NAD-dependent epimerase_dehydratase domain-containing protein	OS09G0491820 PROTEIN (PTHR10366:SF786)	dehydratase(PC00091)	"oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616)"		
Zm00001eb214390	Cytochrome P450	CYTOCHROME P450 (PTHR47947:SF58)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"		
Zm00001eb286830	Uncharacterized protein	OS04G0578400 PROTEIN (PTHR31899:SF18)	hydroxylase(PC00122)	beta-carotene 3-hydroxylase activity(GO:0010291);oxidoreductase activity(GO:0016491)	carotenoid biosynthetic process(GO:0016117);carotene metabolic process(GO:0016119)	chloroplast membrane(GO:0031969)
Zm00001eb413200	Lipid desaturase domain-containing protein	"FATTY ACID DESATURASE 4, CHLOROPLASTIC-RELATED (PTHR48140:SF1)"		palmitoyl-[glycerolipid] 3-(E)-desaturase activity(GO:0102654)	fatty acid metabolic process(GO:0006631);unsaturated fatty acid biosynthetic process(GO:0006636)	chloroplast(GO:0009507);membrane(GO:0016020)
Zm00001eb052970	Ribosomal protein S5_Elongation factor G_III_V family protein	ELONGATION FACTOR-LIKE GTPASE 1 (PTHR42908:SF3)	translation elongation factor(PC00222)	nucleotide binding(GO:0000166);translation elongation factor activity(GO:0003746);GTPase activity(GO:0003924);GTP binding(GO:0005525);hydrolase activity(GO:0016787);ribosome binding(GO:0043022)	translational elongation(GO:0006414);ribosome biogenesis(GO:0042254);cytosolic ribosome assembly(GO:0042256)	cytosol(GO:0005829);ribosome(GO:0005840);ribonucleoprotein complex(GO:1990904)
Zm00001eb272680	Helicase ATP-binding domain-containing protein					
Zm00001eb357840	Os01g0606100-like protein	MESOCENTIN (PTHR31460:SF3)				
Zm00001eb060640	PITH domain-containing protein	OS03G0795500 PROTEIN (PTHR12175:SF5)	oxidoreductase(PC00176)			
Zm00001eb225410	EF-hand Ca2+-binding protein CCD1	OS06G0683400 PROTEIN (PTHR47319:SF6)		calcium ion binding(GO:0005509)		
Zm00001eb372120	Uncharacterized protein					
Zm00001eb317290	DNA polymerase delta subunit 3	DNA POLYMERASE DELTA SUBUNIT 3 (PTHR17598:SF13)	DNA metabolism protein(PC00009)	DNA-directed DNA polymerase activity(GO:0003887)	"DNA replication(GO:0006260);DNA strand elongation involved in DNA replication(GO:0006271);nucleotide-excision repair, DNA gap filling(GO:0006297);DNA synthesis involved in UV-damage excision repair(GO:1904161)"	nucleus(GO:0005634);nuclear lumen(GO:0031981);delta DNA polymerase complex(GO:0043625)
Zm00001eb003650	Exostosin GT47 domain-containing protein	XYLOGLUCAN GALACTOSYLTRANSFERASE MUR3 (PTHR11062:SF56)	glycosyltransferase(PC00111)	glycosyltransferase activity(GO:0016757)		Golgi membrane(GO:0000139)
Zm00001eb356940	3'-5' exonuclease domain-containing protein _ K homology domain-containing protein _ KH domain-containing protein	"EGALITARIAN, ISOFORM B (PTHR46814:SF1)"		nucleic acid binding(GO:0003676);RNA binding(GO:0003723);mRNA binding(GO:0003729);exonuclease activity(GO:0004527);3'-5' exonuclease activity(GO:0008408)	nucleobase-containing compound metabolic process(GO:0006139);intracellular mRNA localization(GO:0008298)	
Zm00001eb162580	Uncharacterized protein					
Zm00001eb060720	RNA binding protein	OS03G0796400 PROTEIN (PTHR33432:SF33)			defense response to fungus(GO:0050832)	nucleus(GO:0005634)
Zm00001eb084600	Potassium transporter	POTASSIUM TRANSPORTER (PTHR30540:SF116)	transporter(PC00227)	potassium ion transmembrane transporter activity(GO:0015079)	monoatomic ion transport(GO:0006811);potassium ion transport(GO:0006813);potassium ion transmembrane transport(GO:0071805)	membrane(GO:0016020)
Zm00001eb162930	Alpha_beta-Hydrolases superfamily protein	ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR46623:SF6)		hydrolase activity(GO:0016787)	response to zinc ion(GO:0010043)	
Zm00001eb272860	Drought induced 19 protein type zinc-binding domain-containing protein					
Zm00001eb415440	Uncharacterized protein	CYTOCHROME P450 (PTHR47956:SF138)	oxygenase(PC00177)	"monooxygenase activity(GO:0004497);iron ion binding(GO:0005506);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen(GO:0016705);heme binding(GO:0020037);metal ion binding(GO:0046872)"		membrane(GO:0016020)
Zm00001eb287580	"1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase, chloroplastic"	"1-(5-PHOSPHORIBOSYL)-5-[(5-PHOSPHORIBOSYLAMINO)METHYLIDENEAMINO] IMIDAZOLE-4-CARBOXAMIDE ISOMERASE, CHLOROPLASTIC (PTHR43090:SF5)"	isomerase(PC00135)	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity(GO:0003949);isomerase activity(GO:0016853)	L-histidine biosynthetic process(GO:0000105);amino acid biosynthetic process(GO:0008652)	chloroplast(GO:0009507)
Zm00001eb294940	DUF1639 family protein	DUF1639 FAMILY PROTEIN (PTHR33130:SF84)				
Zm00001eb173840	NAC domain-containing protein 43	NAC DOMAIN-CONTAINING PROTEIN 43 (PTHR31989:SF299)		DNA binding(GO:0003677)	regulation of DNA-templated transcription(GO:0006355)	
Zm00001eb411860	Calreticulin			calcium ion binding(GO:0005509);unfolded protein binding(GO:0051082)	protein folding(GO:0006457)	endoplasmic reticulum(GO:0005783)
Zm00001eb386840	Protein kinase superfamily protein with octicosapeptide_Phox_Bem1p domain	KINASE SUPERFAMILY WITH OCTICOSAPEPTIDE_PHOX_BEM1P DOMAIN-CONTAINING PROTEIN (PTHR23257:SF797)	non-receptor serine/threonine protein kinase(PC00167)	nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740)	signal transduction(GO:0007165)	cytoplasm(GO:0005737)
Zm00001eb294370	Cytokinin riboside 5'-monophosphate phosphoribohydrolase	CYTOKININ RIBOSIDE 5'-MONOPHOSPHATE PHOSPHORIBOHYDROLASE LOGL7-RELATED (PTHR31223:SF16)		hydrolase activity(GO:0016787);cytokinin riboside 5'-monophosphate phosphoribohydrolase activity(GO:0102682)	cytokinin biosynthetic process(GO:0009691)	nucleus(GO:0005634);cytosol(GO:0005829)
Zm00001eb065510	PH domain containing protein	OS03G0666200 PROTEIN (PTHR22902:SF49)	membrane traffic protein(PC00150)		"receptor recycling(GO:0001881);endosome organization(GO:0007032);retrograde transport, endosome to Golgi(GO:0042147)"	early endosome(GO:0005769);trans-Golgi network(GO:0005802);cytosol(GO:0005829);recycling endosome(GO:0055037)
Zm00001eb380490	Zinc finger protein 6	OS01G0512700 PROTEIN (PTHR46353:SF7)		transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270)	regulation of DNA-templated transcription(GO:0006355);cytokinin-activated signaling pathway(GO:0009736);gibberellic acid mediated signaling pathway(GO:0009740);trichome differentiation(GO:0010026);trichome morphogenesis(GO:0010090)	nucleus(GO:0005634)
Zm00001eb344070	3-ketoacyl-CoA synthase	3-KETOACYL-COA SYNTHASE 9 (PTHR31561:SF23)		"fatty acid elongase activity(GO:0009922);transferase activity(GO:0016740);acyltransferase activity(GO:0016746);acyltransferase activity, transferring groups other than amino-acyl groups(GO:0016747)"	fatty acid biosynthetic process(GO:0006633)	membrane(GO:0016020)
