GeneID,GeneSymbol,Family_Subfamily,Protein_Class,GO_MF,GO_BO,GO_CC
Zm00001eb156970,3'-5' exonuclease domain-containing protein;unassigned;PTN009011106;orthologs,3'-5' EXONUCLEASE DOMAIN-CONTAINING PROTEIN (PTHR13620:SF51),,nucleic acid binding(GO:0003676);nuclease activity(GO:0004518);3'-5' exonuclease activity(GO:0008408);hydrolase activity(GO:0016787),nucleobase-containing compound metabolic process(GO:0006139),nucleus(GO:0005634);cytoplasm(GO:0005737)
Zm00001eb254590,Cullin-3B;103627724;PTN002631025;orthologs,CULLIN-3 (PTHR11932:SF168),ubiquitin-protein ligase(PC00234),ubiquitin protein ligase binding(GO:0031625);ubiquitin ligase complex scaffold activity(GO:0160072),ubiquitin-dependent protein catabolic process(GO:0006511);protein ubiquitination(GO:0016567);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161),nucleus(GO:0005634);cullin-RING ubiquitin ligase complex(GO:0031461)
Zm00001eb414920,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb004170,Cell division control protein 48 homolog D;100278319;PTN002748165;orthologs,CELL DIVISION CONTROL PROTEIN 48 HOMOLOG E (PTHR23077:SF200),primary active transporter(PC00068),nucleotide binding(GO:0000166);ATP binding(GO:0005524);hydrolase activity(GO:0016787);ATP hydrolysis activity(GO:0016887);polyubiquitin modification-dependent protein binding(GO:0031593),"retrograde protein transport, ER to cytosol(GO:0030970);proteasome-mediated ubiquitin-dependent protein catabolic process(GO:0043161);mitotic spindle disassembly(GO:0051228);cell division(GO:0051301);autophagosome maturation(GO:0097352)",nucleus(GO:0005634);cytosol(GO:0005829);VCP-NPL4-UFD1 AAA ATPase complex(GO:0034098)
Zm00001eb336740,Putative DEAD-box ATP-dependent RNA helicase family protein;ZEAMMB73_Zm00001d008725;PTN002776713;orthologs,RNA HELICASE (PTHR47958:SF195),RNA helicase(PC00032),nucleotide binding(GO:0000166);nucleic acid binding(GO:0003676);RNA binding(GO:0003723);RNA helicase activity(GO:0003724);mRNA binding(GO:0003729);helicase activity(GO:0004386);ATP binding(GO:0005524);hydrolase activity(GO:0016787),,
Zm00001eb021690,Glutathione S-transferase;541848;PTN002600927;orthologs,GLUTATHIONE S-TRANSFERASE (PTHR11260:SF668),transferase(PC00220),glutathione transferase activity(GO:0004364);transferase activity(GO:0016740),glutathione metabolic process(GO:0006749),cytoplasm(GO:0005737);cytosol(GO:0005829)
Zm00001eb001030,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb058230,Casein kinase II subunit alpha-2;542460;PTN002779361;orthologs,CASEIN KINASE II SUBUNIT ALPHA-1 (PTHR24054:SF56),,nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740);protein serine kinase activity(GO:0106310),DNA damage response(GO:0006974);photoperiodism(GO:0009648);inflorescence development(GO:0010229);regulation of cell cycle(GO:0051726),nucleus(GO:0005634);cytosol(GO:0005829);protein kinase CK2 complex(GO:0005956)
Zm00001eb109450,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb304280,Pectin lyase-like superfamily protein;100501436;PTN002832007;orthologs,OS07G0245200 PROTEIN (PTHR31339:SF20),lyase(PC00144),,,
Zm00001eb146530,ARM repeat superfamily protein;unassigned;;orthologs,,,,DNA repair(GO:0006281);DNA damage response(GO:0006974);mitotic sister chromatid cohesion(GO:0007064);homologous recombination(GO:0035825);cell division(GO:0051301),nucleus(GO:0005634)
Zm00001eb036740,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb367960,FAS1 domain-containing protein;100193769;PTN002845312;orthologs,FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 4 (PTHR32382:SF0),cell adhesion molecule(PC00069),,abscisic acid-activated signaling pathway(GO:0009738);multidimensional cell growth(GO:0009825);mucilage biosynthetic process involved in seed coat development(GO:0048354),plasma membrane(GO:0005886);side of membrane(GO:0098552)
Zm00001eb418870,RING_U-box superfamily protein;100281740;PTN002920079;orthologs,RING_U-BOX SUPERFAMILY PROTEIN (PTHR46158:SF1),,zinc ion binding(GO:0008270);metal ion binding(GO:0046872),,
Zm00001eb135570,Auxin-responsive protein;100192924;PTN002838157;orthologs,AUXIN-RESPONSIVE PROTEIN IAA31 (PTHR31734:SF193),,,regulation of DNA-templated transcription(GO:0006355);response to auxin(GO:0009733);auxin-activated signaling pathway(GO:0009734),nucleus(GO:0005634)
Zm00001eb373680,40S ribosomal protein S8;unassigned;PTN008944691;orthologs,40S RIBOSOMAL PROTEIN S8 (PTHR10394:SF24),ribosomal protein(PC00202),structural constituent of ribosome(GO:0003735),"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)(GO:0000462);translation(GO:0006412)",ribosome(GO:0005840);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
Zm00001eb402160,Putative thaumatin domain family protein;103639534;PTN002754917;orthologs,NUCLEAR PORE COMPLEX PROTEIN NUP96 (PTHR23198:SF26),transporter(PC00227),structural constituent of nuclear pore(GO:0017056),"nucleocytoplasmic transport(GO:0006913);protein transport(GO:0015031);photoperiodism, flowering(GO:0048573);mRNA transport(GO:0051028)",nuclear envelope(GO:0005635);nuclear pore(GO:0005643)
Zm00001eb081900,MLO-like protein;542508;PTN002841159;orthologs,MLO-LIKE PROTEIN (PTHR31942:SF68),,calmodulin binding(GO:0005516),defense response(GO:0006952),membrane(GO:0016020)
Zm00001eb061030,WRKY domain-containing protein;unassigned;PTN009117685;orthologs,OS03G0798500 PROTEIN (PTHR31282:SF201),DNA-binding transcription factor(PC00218),transcription cis-regulatory region binding(GO:0000976);DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb216000,Alpha_beta-Hydrolases superfamily protein;ZEAMMB73_Zm00001d013406;PTN002614224;orthologs,ALPHA_BETA-HYDROLASES SUPERFAMILY PROTEIN (PTHR11614:SF175),phospholipase(PC00186),lipase activity(GO:0016298);hydrolase activity(GO:0016787),,membrane(GO:0016020)
Zm00001eb291030,Protein SCARECROW;ZEAMMB73_Zm00001d038518;PTN002836217;orthologs,OS05G0485400 PROTEIN (PTHR31636:SF22),,DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb358390,"Formate dehydrogenase 1, mitochondrial;unassigned;PTN002873298;orthologs",FORMATE DEHYDROGENASE 1 (PTHR42938:SF9),dehydrogenase(PC00092),"formate dehydrogenase (NAD+) activity(GO:0008863);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor(GO:0016616);NAD binding(GO:0051287)",monocarboxylic acid metabolic process(GO:0032787),chloroplast(GO:0009507)
Zm00001eb164910,NB-ARC domain-containing protein;unassigned;;orthologs,,,nucleotide binding(GO:0000166);ADP binding(GO:0043531),defense response(GO:0006952),
Zm00001eb053040,Sulfotransferase;100383989;;orthologs,,,sulfotransferase activity(GO:0008146);transferase activity(GO:0016740),,
Zm00001eb349230,MLO-like protein;MLO;PTN009130401;orthologs,MLO-LIKE PROTEIN (PTHR31942:SF90),,calmodulin binding(GO:0005516),defense response(GO:0006952),membrane(GO:0016020)
Zm00001eb336100,Uncharacterized protein;unassigned;PTN009232354;orthologs,LECTIN-LIKE (PTHR48478:SF1),,carbohydrate binding(GO:0030246),,
Zm00001eb165280,Calponin-homology (CH) domain-containing protein;unassigned;;orthologs,,,microtubule motor activity(GO:0003777),microtubule-based movement(GO:0007018),
Zm00001eb433280,Acyl-[acyl-carrier-protein] hydrolase;FATB_0;PTN002838008;orthologs,ACYL-[ACYL-CARRIER-PROTEIN] HYDROLASE (PTHR31727:SF10),esterase(PC00097),acyl carrier activity(GO:0000036);fatty acyl-[ACP] hydrolase activity(GO:0016297);hydrolase activity(GO:0016787);thiolester hydrolase activity(GO:0016790),lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid biosynthetic process(GO:0006633),chloroplast(GO:0009507)
Zm00001eb073680,RHOMBOID-like protein;100272312;PTN002741460;orthologs,RHOMBOID-LIKE PROTEIN (PTHR22936:SF31),,serine-type endopeptidase activity(GO:0004252);peptidase activity(GO:0008233);serine-type peptidase activity(GO:0008236);hydrolase activity(GO:0016787),proteolysis(GO:0006508),cytoplasm(GO:0005737);endomembrane system(GO:0012505);membrane(GO:0016020)
Zm00001eb327890,VQ motif-containing protein;ZEAMMB73_Zm00001d022191;PTN002848726;orthologs,VQ MOTIF-CONTAINING PROTEIN (PTHR33179:SF35),,,,
Zm00001eb282500,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb351240,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb123280,Saposin B-type domain-containing protein;unassigned;PTN008970931;orthologs,BCDNA.GH08312 (PTHR11480:SF3),scaffold/adaptor protein(PC00226),aspartic-type endopeptidase activity(GO:0004190),lipid metabolic process(GO:0006629),extracellular region(GO:0005576);extracellular space(GO:0005615)
Zm00001eb067980,AP2_ERF domain-containing protein;unassigned;PTN009136585;orthologs,AP2-LIKE ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR AIL5 (PTHR32467:SF99),DNA-binding transcription factor(PC00218),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb396450,P-loop nucleoside triphosphate hydrolase superfamily protein with CH (Calponin Homology) domain;unassigned;PTN002790372;orthologs,KINESIN-LIKE PROTEIN KIN-14I (PTHR47972:SF39),microtubule binding motor protein(PC00156),nucleotide binding(GO:0000166);cytoskeletal motor activity(GO:0003774);microtubule motor activity(GO:0003777);ATP binding(GO:0005524);microtubule binding(GO:0008017);ATP hydrolysis activity(GO:0016887),microtubule-based process(GO:0007017);microtubule-based movement(GO:0007018),microtubule(GO:0005874);microtubule cytoskeleton(GO:0015630)
Zm00001eb255330,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb212980,BI1-like protein;unassigned;;orthologs,,,,,
Zm00001eb100740,OSJNBa0058K23.15-like protein;103649164;;orthologs,,,,,
Zm00001eb377160,WRKY domain-containing protein;unassigned;PTN009120650;orthologs,WRKY TRANSCRIPTION FACTOR 72-RELATED (PTHR31429:SF24),DNA-binding transcription factor(PC00218),DNA binding(GO:0003677);DNA-binding transcription factor activity(GO:0003700);sequence-specific DNA binding(GO:0043565),regulation of DNA-templated transcription(GO:0006355),nucleus(GO:0005634)
Zm00001eb294100,CDP-diacylglycerol--serine O-phosphatidyltransferase;unassigned;PTN009024605;orthologs,CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE 3 (PTHR15362:SF20),transferase(PC00220),CDP-diacylglycerol-serine O-phosphatidyltransferase activity(GO:0003882);transferase activity(GO:0016740);L-serine-phosphatidylethanolamine phosphatidyltransferase activity(GO:0106245),lipid metabolic process(GO:0006629);phosphatidylethanolamine biosynthetic process(GO:0006646);phosphatidylserine biosynthetic process(GO:0006659);phospholipid biosynthetic process(GO:0008654),endoplasmic reticulum membrane(GO:0005789)
Zm00001eb125240,Zinc finger protein 6;103649832;PTN002923490;orthologs,ZINC FINGER PROTEIN GIS3 (PTHR46353:SF9),,transcription cis-regulatory region binding(GO:0000976);DNA-binding transcription factor activity(GO:0003700);zinc ion binding(GO:0008270),regulation of DNA-templated transcription(GO:0006355);cytokinin-activated signaling pathway(GO:0009736);gibberellic acid mediated signaling pathway(GO:0009740);trichome differentiation(GO:0010026);trichome morphogenesis(GO:0010090),nucleus(GO:0005634)
Zm00001eb071570,Plant intracellular Ras-group-related LRR protein 7;100502238;PTN002908086;orthologs,PLANT INTRACELLULAR RAS-GROUP-RELATED LRR PROTEIN 8 (PTHR45752:SF41),scaffold/adaptor protein(PC00226),,intracellular signal transduction(GO:0035556),
Zm00001eb082870,nicotinate phosphoribosyltransferase;unassigned;PTN008961141;orthologs,NICOTINATE PHOSPHORIBOSYLTRANSFERASE (PTHR11098:SF23),glycosyltransferase(PC00111),catalytic activity(GO:0003824);nicotinate phosphoribosyltransferase activity(GO:0004516);ligase activity(GO:0016874),NAD+ biosynthetic process(GO:0009435);pyridine nucleotide biosynthetic process(GO:0019363);NAD+ biosynthetic process via the salvage pathway(GO:0034355),cytosol(GO:0005829)
Zm00001eb394730,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb370200,Protein DETOXIFICATION;unassigned;PTN008962971;orthologs,PROTEIN DETOXIFICATION (PTHR11206:SF377),transporter(PC00227),antiporter activity(GO:0015297);transmembrane transporter activity(GO:0022857);xenobiotic transmembrane transporter activity(GO:0042910),transmembrane transport(GO:0055085);xenobiotic detoxification by transmembrane export across the plasma membrane(GO:1990961),membrane(GO:0016020)
Zm00001eb336800,DNA_RNA-binding protein Alba-like domain-containing protein;100275297;PTN009130534;orthologs,OS01G0173100 PROTEIN (PTHR31947:SF14),,nucleic acid binding(GO:0003676);RNA binding(GO:0003723),,nucleus(GO:0005634)
Zm00001eb207310,Pentatricopeptide repeat-containing protein;100193546;PTN002769802;orthologs,OS02G0164600 PROTEIN (PTHR47928:SF165),,RNA binding(GO:0003723),RNA modification(GO:0009451),
Zm00001eb008600,Uncharacterized protein;unassigned;PTN009155593;orthologs,CELL WALL INTEGRITY_STRESS RESPONSE COMPONENT-LIKE PROTEIN (PTHR35310:SF1),,,,
Zm00001eb421190,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb429980,Bet v I_Major latex protein domain-containing protein;unassigned;;orthologs,,,,,nucleus(GO:0005634)
Zm00001eb290800,Protein kinase domain-containing protein;unassigned;PTN009222325;orthologs,LEUCINE-RICH REPEAT PROTEIN KINASE FAMILY PROTEIN (PTHR48006:SF35),,nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),regulation of innate immune response(GO:0045088),plasma membrane(GO:0005886);membrane(GO:0016020)
Zm00001eb213560,Verprolin;100280652;PTN008649729;orthologs,VERPROLIN (PTHR33088:SF93),,,,
Zm00001eb061650,Protein TIFY;ZEAMMB73_Zm00001d034536;PTN002847028;orthologs,PROTEIN TIFY (PTHR33077:SF143),,,response to wounding(GO:0009611);regulation of defense response(GO:0031347);regulation of jasmonic acid mediated signaling pathway(GO:2000022),nucleus(GO:0005634)
Zm00001eb376020,Acyl-coenzyme A oxidase;100191469;PTN002588793;orthologs,PEROXISOMAL ACYL-COENZYME A OXIDASE 1 (PTHR10909:SF250),oxidoreductase(PC00176),"acyl-CoA oxidase activity(GO:0003997);fatty acid binding(GO:0005504);oxidoreductase activity(GO:0016491);oxidoreductase activity, acting on the CH-CH group of donors(GO:0016627);flavin adenine dinucleotide binding(GO:0050660);FAD binding(GO:0071949)",long-chain fatty acid metabolic process(GO:0001676);lipid metabolic process(GO:0006629);fatty acid metabolic process(GO:0006631);fatty acid beta-oxidation(GO:0006635);fatty acid beta-oxidation using acyl-CoA oxidase(GO:0033540),peroxisome(GO:0005777)
Zm00001eb156090,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb323200,Protein kinase domain-containing protein;unassigned;PTN009107463;orthologs,PROTEIN KINASE DOMAIN-CONTAINING PROTEIN (PTHR27006:SF556),,nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),,
Zm00001eb401700,40S ribosomal protein SA;103639501;PTN002608414;orthologs,40S RIBOSOMAL PROTEIN SA (PTHR11489:SF32),ribosomal protein(PC00202),structural constituent of ribosome(GO:0003735),ribosomal small subunit assembly(GO:0000028);cytoplasmic translation(GO:0002181);translation(GO:0006412),cytoplasm(GO:0005737);ribosome(GO:0005840);small ribosomal subunit(GO:0015935);cytosolic small ribosomal subunit(GO:0022627);ribonucleoprotein complex(GO:1990904)
Zm00001eb212710,Actin cross-linking protein;100193298;PTN002829630;orthologs,EXPRESSED PROTEIN (PTHR31205:SF76),,,,
Zm00001eb165160,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb373610,Uncharacterized protein;ZEAMMB73_Zm00001d044981;;orthologs,,,,,
Zm00001eb417430,Peptide chain release factor domain-containing protein;unassigned;PTN009172633;orthologs,LD18447P (PTHR43804:SF7),translation release factor(PC00225),,translation(GO:0006412);translational termination(GO:0006415),
Zm00001eb337260,PGG domain-containing protein;ZEAMMB73_Zm00001d008792;;orthologs,,,,,
Zm00001eb212810,TPX2 C-terminal domain-containing protein;100191142;PTN009197503;orthologs,OS03G0799100 PROTEIN (PTHR46372:SF24),,microtubule binding(GO:0008017),microtubule cytoskeleton organization(GO:0000226),cytoskeleton(GO:0005856);microtubule(GO:0005874)
Zm00001eb253360,Uncharacterized protein;unassigned;;orthologs,,,,deadenylation-independent decapping of nuclear-transcribed mRNA(GO:0031087),cytoplasm(GO:0005737)
Zm00001eb123300,Uncharacterized protein;unassigned;;orthologs,,,,,
Zm00001eb378980,Pentacotripeptide-repeat region of PRORP domain-containing protein;unassigned;PTN002896534;orthologs,PENTACOTRIPEPTIDE-REPEAT REGION OF PRORP DOMAIN-CONTAINING PROTEIN (PTHR47942:SF60),,mRNA binding(GO:0003729),mRNA processing(GO:0006397),cytoplasm(GO:0005737)
Zm00001eb430650,Putative DUF566 domain containing family protein;ZEAMMB73_Zm00001d026273;PTN002839379;orthologs,PROTEIN ENDOSPERM DEFECTIVE 1-RELATED (PTHR31807:SF6),,microtubule binding(GO:0008017),spindle assembly(GO:0051225),cytoplasm(GO:0005737);nuclear microtubule(GO:0005880)
Zm00001eb192730,Mitogen-activated protein kinase kinase 5;ZEAMMB73_Zm00001d052066;PTN002805276;orthologs,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5 (PTHR24348:SF59),non-receptor serine/threonine protein kinase(PC00167),nucleotide binding(GO:0000166);protein kinase activity(GO:0004672);protein serine/threonine kinase activity(GO:0004674);MAP kinase kinase activity(GO:0004708);ATP binding(GO:0005524);kinase activity(GO:0016301);transferase activity(GO:0016740),MAPK cascade(GO:0000165);defense response(GO:0006952);cell communication(GO:0007154);plant-type hypersensitive response(GO:0009626);floral organ abscission(GO:0010227);inflorescence development(GO:0010229);defense response to other organism(GO:0098542),cytoplasm(GO:0005737)
Zm00001eb114780,"CRM-domain containing factor CFM3, chloroplastic_mitochondrial;CFM3;PTN002839891;orthologs","CRM-DOMAIN CONTAINING FACTOR CFM3A, CHLOROPLASTIC_MITOCHONDRIAL (PTHR31846:SF19)",,RNA binding(GO:0003723);mRNA binding(GO:0003729),"Group II intron splicing(GO:0000373);RNA splicing, via transesterification reactions(GO:0000375);mRNA processing(GO:0006397);RNA splicing(GO:0008380)",mitochondrion(GO:0005739);chloroplast(GO:0009507);chloroplast stroma(GO:0009570);ribonucleoprotein complex(GO:1990904)
